FIPS_State_Code,FIPS_County_Code,Census_Region_Code,Census_Division_Code,County_Name,Estimated_1_Unit_Buildings,Estimated_1_Unit_Total_Units,Estimated_1_Unit_Total_Value,Estimated_2_Unit_Buildings,Estimated_2_Unit_Total_Units,Estimated_2_Unit_Total_Value,Estimated_3to4_Unit_Buildings,Estimated_3to4_Unit_Total_Units,Estimated_3to4_Unit_Total_Value,Estimated_5plus_Unit_Buildings,Estimated_5plus_Unit_Total_Units,Estimated_5plus_Unit_Total_Value,Reported_1_Unit_Buildings,Reported_1_Unit_Total_Units,Reported_1_Unit_Total_Value,Reported_2_Unit_Buildings,Reported_2_Unit_Total_Units,Reported_2_Unit_Total_Value,Reported_3to4_Unit_Buildings,Reported_3to4_Unit_Total_Units,Reported_3to4_Unit_Total_Value,Reported_5plus_Unit_Buildings,Reported_5plus_Unit_Total_Units,Reported_5plus_Unit_Total_Value
1,1,3,6,Autauga County                ,30,30,1494575,0,0,0,0,0,0,0,0,0,30,30,1494575,0,0,0,0,0,0,0,0,0
1,81,3,6,Lee County                    ,24,24,3653308,1,2,106044,2,8,619008,6,68,4559276,24,24,3653308,1,2,106044,2,8,619008,6,68,4559276
1,113,3,6,Russell County                ,19,19,1032949,3,6,268352,0,0,0,0,0,0,19,19,1032949,3,6,268352,0,0,0,0,0,0
2,0,4,9,Alaska Balance of State       ,14,14,2698791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,4,9,Anchorage Borough             ,84,84,18042611,35,70,10456605,3,11,1375470,0,0,0,84,84,18042611,35,70,10456605,3,11,1375470,0,0,0
2,50,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,90,4,9,Fairbanks North Star Borough  ,16,16,1419824,0,0,0,0,0,0,0,0,0,15,15,1328000,0,0,0,0,0,0,0,0,0
2,100,4,9,Haines Borough                ,1,1,95667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,110,4,9,Juneau Borough                ,5,5,1561596,0,0,0,0,0,0,0,0,0,5,5,1561596,0,0,0,0,0,0,0,0,0
2,122,4,9,Kenai Peninsula Borough       ,8,8,834500,1,2,214000,1,3,723000,0,0,0,8,8,834500,1,2,214000,1,3,723000,0,0,0
2,130,4,9,Ketchikan Gateway Borough     ,3,3,454109,1,2,195118,0,0,0,0,0,0,3,3,454109,1,2,195118,0,0,0,0,0,0
2,150,4,9,Kodiak Island Borough         ,3,3,697823,2,4,470970,1,4,389537,0,0,0,3,3,697823,2,4,470970,1,4,389537,0,0,0
2,170,4,9,Matanuska-Susitna Borough     ,11,11,1729299,1,2,195118,0,0,0,0,0,0,11,11,1729299,1,2,195118,0,0,0,0,0,0
2,180,4,9,Nome Census Area              ,1,1,138316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,185,4,9,North Slope Borough           ,2,2,247616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,201,4,9,Prince of Wales-Outer Ketchika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,220,4,9,Sitka Borough                 ,3,3,273534,1,2,145627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,232,4,9,Skagway-Hoonah-Angoon Census A,3,3,465000,0,0,0,0,0,0,0,0,0,3,3,465000,0,0,0,0,0,0,0,0,0
2,261,4,9,Valdez-Cordova Census Area    ,1,1,169227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,280,4,9,Wrangell-Petersburg Census Are,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,282,4,9,Yakutat Borough               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,4,8,Maricopa County               ,3601,3601,542417139,4,8,627938,4,15,1330146,11,217,18009806,3596,3596,541695893,4,8,627938,4,15,1330146,11,217,18009806
4,15,4,8,Mohave County                 ,217,217,19206749,4,8,507308,0,0,0,0,0,0,214,214,18798012,4,8,507308,0,0,0,0,0,0
4,21,4,8,Pinal County                  ,422,422,45452895,0,0,0,5,20,1022115,0,0,0,341,341,36675473,0,0,0,5,20,1022115,0,0,0
5,23,3,7,Cleburne County               ,3,3,265026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35,3,7,Crittenden County             ,10,10,1426315,0,0,0,0,0,0,0,0,0,10,10,1426315,0,0,0,0,0,0,0,0,0
5,43,3,7,Drew County                   ,0,0,0,1,2,138472,0,0,0,0,0,0,0,0,0,1,2,138472,0,0,0,0,0,0
5,55,3,7,Greene County                 ,19,19,1339500,1,2,50000,1,3,100000,0,0,0,19,19,1339500,1,2,50000,1,3,100000,0,0,0
5,61,3,7,Howard County                 ,2,2,145000,0,0,0,0,0,0,0,0,0,2,2,145000,0,0,0,0,0,0,0,0,0
5,71,3,7,Johnson County                ,2,2,107000,0,0,0,0,0,0,0,0,0,2,2,107000,0,0,0,0,0,0,0,0,0
6,1,4,9,Alameda County                ,225,225,77454958,0,0,0,1,4,2290000,11,172,38843736,215,215,74348731,0,0,0,1,4,2290000,11,172,38843736
6,3,4,9,Alpine County                 ,3,3,549705,0,0,0,0,0,0,0,0,0,3,3,549705,0,0,0,0,0,0,0,0,0
6,9,4,9,Calaveras County              ,54,54,10827858,0,0,0,0,0,0,0,0,0,1,1,357963,0,0,0,0,0,0,0,0,0
6,13,4,9,Contra Costa County           ,279,279,67024367,1,2,200000,3,12,1088242,1,5,985824,245,245,59342924,1,2,200000,3,12,1088242,0,0,0
6,17,4,9,El Dorado County              ,174,174,45698003,1,2,243742,0,0,0,0,0,0,174,174,45698003,1,2,243742,0,0,0,0,0,0
6,19,4,9,Fresno County                 ,445,445,76683657,1,2,116117,0,0,0,0,0,0,413,413,73222712,0,0,0,0,0,0,0,0,0
6,27,4,9,Inyo County                   ,2,2,425162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,33,4,9,Lake County                   ,34,34,5168930,0,0,0,0,0,0,0,0,0,34,34,5168930,0,0,0,0,0,0,0,0,0
6,37,4,9,Los Angeles County            ,964,964,183083026,11,22,2366752,24,88,6951664,56,1505,97764228,888,888,164180467,10,20,1986590,20,76,6578038,49,1449,94079150
6,39,4,9,Madera County                 ,82,82,11419962,1,2,190185,2,7,515650,0,0,0,82,82,11419962,1,2,190185,2,7,515650,0,0,0
6,41,4,9,Marin County                  ,33,33,10293489,2,4,726824,2,6,904944,3,65,5826808,31,31,9197964,1,2,286824,2,6,904944,3,65,5826808
6,43,4,9,Mariposa County               ,12,12,1860633,0,0,0,0,0,0,0,0,0,12,12,1860633,0,0,0,0,0,0,0,0,0
6,49,4,9,Modoc County                  ,1,1,63064,0,0,0,0,0,0,0,0,0,1,1,63064,0,0,0,0,0,0,0,0,0
6,51,4,9,Mono County                   ,9,9,1791818,0,0,0,0,0,0,0,0,0,5,5,1236599,0,0,0,0,0,0,0,0,0
