FIPS_State_Code,FIPS_County_Code,Census_Region_Code,Census_Division_Code,County_Name,Estimated_1_Unit_Buildings,Estimated_1_Unit_Total_Units,Estimated_1_Unit_Total_Value,Estimated_2_Unit_Buildings,Estimated_2_Unit_Total_Units,Estimated_2_Unit_Total_Value,Estimated_3to4_Unit_Buildings,Estimated_3to4_Unit_Total_Units,Estimated_3to4_Unit_Total_Value,Estimated_5plus_Unit_Buildings,Estimated_5plus_Unit_Total_Units,Estimated_5plus_Unit_Total_Value,Reported_1_Unit_Buildings,Reported_1_Unit_Total_Units,Reported_1_Unit_Total_Value,Reported_2_Unit_Buildings,Reported_2_Unit_Total_Units,Reported_2_Unit_Total_Value,Reported_3to4_Unit_Buildings,Reported_3to4_Unit_Total_Units,Reported_3to4_Unit_Total_Value,Reported_5plus_Unit_Buildings,Reported_5plus_Unit_Total_Units,Reported_5plus_Unit_Total_Value
1,81,3,6,Lee County                    ,42,42,4761042,11,22,1238038,0,0,0,0,0,0,42,42,4761042,11,22,1238038,0,0,0,0,0,0
1,113,3,6,Russell County                ,8,8,851279,0,0,0,0,0,0,0,0,0,8,8,851279,0,0,0,0,0,0,0,0,0
1,125,3,6,Tuscaloosa County             ,49,49,4774108,0,0,0,0,0,0,0,0,0,49,49,4774108,0,0,0,0,0,0,0,0,0
2,13,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,4,9,Aleutians West Census Area    ,2,2,175000,0,0,0,0,0,0,2,16,2292360,2,2,175000,0,0,0,0,0,0,2,16,2292360
2,20,4,9,Anchorage Borough             ,103,103,19786512,23,46,5709290,1,4,583853,0,0,0,103,103,19786512,23,46,5709290,1,4,583853,0,0,0
2,50,4,9,Bethel Census Area            ,7,7,600000,0,0,0,0,0,0,0,0,0,7,7,600000,0,0,0,0,0,0,0,0,0
2,60,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,90,4,9,Fairbanks North Star Borough  ,28,28,4034824,0,0,0,0,0,0,0,0,0,27,27,3943000,0,0,0,0,0,0,0,0,0
2,110,4,9,Juneau Borough                ,12,12,2957639,0,0,0,0,0,0,0,0,0,12,12,2957639,0,0,0,0,0,0,0,0,0
2,122,4,9,Kenai Peninsula Borough       ,9,9,1535644,1,2,244000,1,4,243000,0,0,0,7,7,1321044,1,2,244000,1,4,243000,0,0,0
2,150,4,9,Kodiak Island Borough         ,4,4,465426,0,0,0,0,0,0,0,0,0,4,4,465426,0,0,0,0,0,0,0,0,0
2,170,4,9,Matanuska-Susitna Borough     ,9,9,1254837,0,0,0,0,0,0,0,0,0,9,9,1254837,0,0,0,0,0,0,0,0,0
2,180,4,9,Nome Census Area              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,201,4,9,Prince of Wales-Outer Ketchika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,232,4,9,Skagway-Hoonah-Angoon Census A,2,2,215000,0,0,0,0,0,0,1,10,295000,2,2,215000,0,0,0,0,0,0,1,10,295000
2,261,4,9,Valdez-Cordova Census Area    ,3,3,487593,0,0,0,0,0,0,0,0,0,1,1,248627,0,0,0,0,0,0,0,0,0
2,280,4,9,Wrangell-Petersburg Census Are,3,3,186460,0,0,0,0,0,0,0,0,0,3,3,186460,0,0,0,0,0,0,0,0,0
4,13,4,8,Maricopa County               ,3513,3513,448819637,12,24,2170119,12,47,3832228,34,450,19187389,2761,2761,363754718,12,24,2170119,12,47,3832228,32,432,18145876
4,15,4,8,Mohave County                 ,176,176,16401251,2,4,236054,1,3,201997,0,0,0,174,174,16152464,2,4,236054,1,3,201997,0,0,0
4,21,4,8,Pinal County                  ,288,288,29013121,0,0,0,1,3,96927,0,0,0,287,287,28927788,0,0,0,1,3,96927,0,0,0
5,23,3,7,Cleburne County               ,4,4,282000,0,0,0,0,0,0,0,0,0,4,4,282000,0,0,0,0,0,0,0,0,0
5,35,3,7,Crittenden County             ,14,14,1686298,0,0,0,22,88,3233000,6,48,1776000,4,4,513301,0,0,0,22,88,3233000,6,48,1776000
5,43,3,7,Drew County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,55,3,7,Greene County                 ,18,18,1249900,0,0,0,0,0,0,0,0,0,18,18,1249900,0,0,0,0,0,0,0,0,0
5,61,3,7,Howard County                 ,1,1,64833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,71,3,7,Johnson County                ,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
6,1,4,9,Alameda County                ,307,307,71841882,0,0,0,0,0,0,5,106,10240545,266,266,62629685,0,0,0,0,0,0,5,106,10240545
6,13,4,9,Contra Costa County           ,401,401,65677167,1,2,229053,0,0,0,1,11,767126,313,313,48362078,1,2,229053,0,0,0,0,0,0
6,17,4,9,El Dorado County              ,139,139,20486687,0,0,0,0,0,0,0,0,0,139,139,20486687,0,0,0,0,0,0,0,0,0
6,19,4,9,Fresno County                 ,254,254,37202744,0,0,0,0,0,0,0,0,0,234,234,35045481,0,0,0,0,0,0,0,0,0
6,27,4,9,Inyo County                   ,3,3,524224,0,0,0,0,0,0,0,0,0,1,1,103100,0,0,0,0,0,0,0,0,0
6,37,4,9,Los Angeles County            ,748,748,137789322,8,16,1374096,4,15,1577757,14,256,19982821,693,693,124835216,7,14,1265903,4,15,1577757,8,223,17067535
6,39,4,9,Madera County                 ,36,36,3041184,0,0,0,0,0,0,0,0,0,36,36,3041184,0,0,0,0,0,0,0,0,0
6,41,4,9,Marin County                  ,73,73,22086474,0,0,0,0,0,0,0,0,0,71,71,21004683,0,0,0,0,0,0,0,0,0
6,43,4,9,Mariposa County               ,10,10,1616417,0,0,0,0,0,0,0,0,0,10,10,1616417,0,0,0,0,0,0,0,0,0
6,55,4,9,Napa County                   ,42,42,8715162,1,2,188843,0,0,0,1,5,327971,10,10,2924166,0,0,0,0,0,0,0,0,0
6,57,4,9,Nevada County                 ,87,87,13056093,0,0,0,0,0,0,0,0,0,39,39,5850182,0,0,0,0,0,0,0,0,0
6,59,4,9,Orange County                 ,886,886,177355956,1,2,302478,1,4,406330,35,352,32763471,872,872,174022013,1,2,302478,1,4,406330,34,325,31405824
6,61,4,9,Placer County                 ,386,386,79462347,0,0,0,0,0,0,0,0,0,386,386,79462347,0,0,0,0,0,0,0,0,0
6,65,4,9,Riverside County              ,1211,1211,210342516,1,2,190847,1,3,317820,32,414,25470414,1009,1009,167072682,0,0,0,0,0,0,31,408,25047417
6,67,4,9,Sacramento County             ,813,813,131392172,0,0,0,0,0,0,0,0,0,813,813,131392172,0,0,0,0,0,0,0,0,0
6,71,4,9,San Bernardino County         ,582,582,89466651,0,0,0,0,0,0,0,0,0,547,547,81823369,0,0,0,0,0,0,0,0,0
6,73,4,9,San Diego County              ,980,980,194270960,4,8,1161489,1,3,244610,12,198,13306827,966,966,191640156,4,8,1161489,1,3,244610,12,198,13306827
6,75,4,9,San Francisco County          ,4,4,1053400,4,8,1528000,3,9,1778000,6,97,12741270,4,4,1053400,4,8,1528000,3,9,1778000,6,97,12741270
6,77,4,9,San Joaquin County            ,404,404,60487721,0,0,0,0,0,0,0,0,0,263,263,39673659,0,0,0,0,0,0,0,0,0
6,79,4,9,San Luis Obispo County        ,168,168,27775782,1,2,154088,0,0,0,0,0,0,155,155,25449330,1,2,154088,0,0,0,0,0,0
6,81,4,9,San Mateo County              ,48,48,15118598,0,0,0,1,3,211982,0,0,0,31,31,10815935,0,0,0,1,3,211982,0,0,0
6,85,4,9,Santa Clara County            ,264,264,62034082,0,0,0,1,4,326147,14,168,10725115,223,223,52738855,0,0,0,1,4,326147,12,140,9003866
6,87,4,9,Santa Cruz County             ,25,25,6716094,0,0,0,0,0,0,0,0,0,25,25,6716094,0,0,0,0,0,0,0,0,0
6,89,4,9,Shasta County                 ,83,83,10739260,0,0,0,0,0,0,0,0,0,79,79,10361907,0,0,0,0,0,0,0,0,0
6,95,4,9,Solano County                 ,144,144,26011198,1,2,225553,0,0,0,1,11,557432,104,104,18986636,0,0,0,0,0,0,0,0,0
6,97,4,9,Sonoma County                 ,243,243,42081826,0,0,0,0,0,0,1,5,562540,169,169,30177559,0,0,0,0,0,0,0,0,0
6,105,4,9,Trinity County                ,1,1,100820,0,0,0,0,0,0,0,0,0,1,1,100820,0,0,0,0,0,0,0,0,0
6,111,4,9,Ventura County                ,303,303,69654814,0,0,0,0,0,0,2,26,2117294,234,234,57908278,0,0,0,0,0,0,0,0,0
6,113,4,9,Yolo County                   ,97,97,14701922,0,0,0,0,0,0,0,0,0,97,97,14701922,0,0,0,0,0,0,0,0,0
8,1,4,8,Adams County                  ,250,250,29710898,2,4,260499,3,9,794099,1,6,541949,231,231,28265401,1,2,193286,3,9,794099,1,6,541949
8,5,4,8,Arapahoe County               ,379,379,29450337,5,10,388510,0,0,0,5,72,3740260,345,345,22364644,0,0,0,0,0,0,5,72,3740260
8,13,4,8,Boulder County                ,207,207,29946188,2,4,44308,2,8,777929,2,48,2874654,207,207,29946188,2,4,44308,2,8,777929,2,48,2874654
8,15,4,8,Chaffee County                ,19,19,1752746,0,0,0,0,0,0,0,0,0,19,19,1752746,0,0,0,0,0,0,0,0,0
8,31,4,8,Denver County                 ,84,84,12231526,0,0,0,0,0,0,0,0,0,84,84,12231526,0,0,0,0,0,0,0,0,0
8,35,4,8,Douglas County                ,382,382,71212265,0,0,0,0,0,0,1,8,490132,341,341,66200992,0,0,0,0,0,0,1,8,490132
8,59,4,8,Jefferson County              ,203,203,25171804,0,0,0,0,0,0,27,374,20107318,202,202,25099790,0,0,0,0,0,0,27,374,20107318
8,69,4,8,Larimer County                ,255,255,35166111,3,6,522153,5,17,1687025,6,47,2514979,76,76,13837162,1,2,204270,3,9,1073166,0,0,0
8,77,4,8,Mesa County                   ,116,116,12524733,1,2,101132,0,0,0,0,0,0,116,116,12524733,1,2,101132,0,0,0,0,0,0
8,101,4,8,Pueblo County                 ,110,110,11004538,0,0,0,0,0,0,0,0,0,110,110,11004538,0,0,0,0,0,0,0,0,0
8,107,4,8,Routt County                  ,28,28,5814670,2,4,1166692,0,0,0,0,0,0,28,28,5814670,2,4,1166692,0,0,0,0,0,0
8,113,4,8,San Miguel County             ,13,13,22067606,0,0,0,1,4,1481600,0,0,0,13,13,22067606,0,0,0,1,4,1481600,0,0,0
8,123,4,8,Weld County                   ,323,323,45780482,1,2,144248,0,0,0,5,45,3001522,233,233,33970087,1,2,144248,0,0,0,4,40,2689022
9,1,1,1,Fairfield County              ,149,149,43795419,1,2,100000,0,0,0,1,9,600000,121,121,32654633,1,2,100000,0,0,0,1,9,600000
9,3,1,1,Hartford County               ,155,155,20488524,1,2,90000,0,0,0,1,5,236784,122,122,15522190,1,2,90000,0,0,0,0,0,0
9,5,1,1,Litchfield County             ,86,86,15886708,0,0,0,0,0,0,0,0,0,78,78,14314750,0,0,0,0,0,0,0,0,0
9,7,1,1,Middlesex County              ,76,76,10047193,0,0,0,0,0,0,1,5,54501,62,62,8736616,0,0,0,0,0,0,0,0,0
9,9,1,1,New Haven County              ,148,148,18102575,4,8,556000,0,0,0,2,16,700125,117,117,14756683,3,6,511000,0,0,0,0,0,0
9,11,1,1,New London County             ,84,84,10933588,0,0,0,0,0,0,0,0,0,75,75,10034531,0,0,0,0,0,0,0,0,0
9,13,1,1,Tolland County                ,68,68,9295299,0,0,0,0,0,0,1,5,275593,44,44,6239865,0,0,0,0,0,0,0,0,0
9,15,1,1,Windham County                ,45,45,4127633,0,0,0,0,0,0,0,0,0,39,39,3644166,0,0,0,0,0,0,0,0,0
