FIPS_State_Code,FIPS_County_Code,Census_Region_Code,Census_Division_Code,County_Name,Estimated_1_Unit_Buildings,Estimated_1_Unit_Total_Units,Estimated_1_Unit_Total_Value,Estimated_2_Unit_Buildings,Estimated_2_Unit_Total_Units,Estimated_2_Unit_Total_Value,Estimated_3to4_Unit_Buildings,Estimated_3to4_Unit_Total_Units,Estimated_3to4_Unit_Total_Value,Estimated_5plus_Unit_Buildings,Estimated_5plus_Unit_Total_Units,Estimated_5plus_Unit_Total_Value,Reported_1_Unit_Buildings,Reported_1_Unit_Total_Units,Reported_1_Unit_Total_Value,Reported_2_Unit_Buildings,Reported_2_Unit_Total_Units,Reported_2_Unit_Total_Value,Reported_3to4_Unit_Buildings,Reported_3to4_Unit_Total_Units,Reported_3to4_Unit_Total_Value,Reported_5plus_Unit_Buildings,Reported_5plus_Unit_Total_Units,Reported_5plus_Unit_Total_Value
1,1,3,6,Autauga County                                              ,3,3,930510,0,0,0,0,0,0,0,0,0,3,3,930510,0,0,0,0,0,0,0,0,0
1,3,3,6,Baldwin County                                              ,284,284,82241996,2,4,200000,0,0,0,1,13,1032412,208,208,66088297,2,4,200000,0,0,0,0,0,0
1,5,3,6,Barbour County                                              ,3,3,720400,0,0,0,0,0,0,0,0,0,3,3,720400,0,0,0,0,0,0,0,0,0
1,7,3,6,Bibb County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,3,6,Blount County                                               ,1,1,157300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,3,6,Butler County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,3,6,Calhoun County                                              ,5,5,1374820,1,2,125000,0,0,0,0,0,0,4,4,1146320,1,2,125000,0,0,0,0,0,0
1,17,3,6,Chambers County                                             ,1,1,143222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,3,6,Cherokee County                                             ,39,39,2598100,0,0,0,0,0,0,0,0,0,39,39,2598100,0,0,0,0,0,0,0,0,0
1,21,3,6,Chilton County                                              ,2,2,751000,0,0,0,0,0,0,0,0,0,2,2,751000,0,0,0,0,0,0,0,0,0
1,23,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,3,6,Clarke County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,3,6,Clay County                                                 ,1,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,3,6,Cleburne County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,3,6,Coffee County                                               ,13,13,3315286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,3,6,Colbert County                                              ,6,6,724532,0,0,0,0,0,0,0,0,0,4,4,450000,0,0,0,0,0,0,0,0,0
1,35,3,6,Conecuh County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,3,6,Covington County                                            ,1,1,244500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,3,6,Crenshaw County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,3,6,Cullman County                                              ,13,13,3475471,0,0,0,0,0,0,0,0,0,11,11,3056900,0,0,0,0,0,0,0,0,0
1,45,3,6,Dale County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,3,6,Dallas County                                               ,1,1,149759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,3,6,DeKalb County                                               ,5,5,565000,0,0,0,0,0,0,0,0,0,5,5,565000,0,0,0,0,0,0,0,0,0
1,51,3,6,Elmore County                                               ,4,4,954129,0,0,0,0,0,0,0,0,0,3,3,721000,0,0,0,0,0,0,0,0,0
1,53,3,6,Escambia County                                             ,1,1,140857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,3,6,Etowah County                                               ,11,11,2260369,0,0,0,0,0,0,0,0,0,6,6,1691085,0,0,0,0,0,0,0,0,0
1,57,3,6,Fayette County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,3,6,Franklin County                                             ,1,1,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,3,6,Geneva County                                               ,1,1,125760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,63,3,6,Greene County                                               ,1,1,104333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,3,6,Hale County                                                 ,3,3,349500,0,0,0,0,0,0,0,0,0,3,3,349500,0,0,0,0,0,0,0,0,0
