FIPS_State_Code,FIPS_County_Code,Census_Region_Code,Census_Division_Code,County_Name,Estimated_1_Unit_Buildings,Estimated_1_Unit_Total_Units,Estimated_1_Unit_Total_Value,Estimated_2_Unit_Buildings,Estimated_2_Unit_Total_Units,Estimated_2_Unit_Total_Value,Estimated_3to4_Unit_Buildings,Estimated_3to4_Unit_Total_Units,Estimated_3to4_Unit_Total_Value,Estimated_5plus_Unit_Buildings,Estimated_5plus_Unit_Total_Units,Estimated_5plus_Unit_Total_Value,Reported_1_Unit_Buildings,Reported_1_Unit_Total_Units,Reported_1_Unit_Total_Value,Reported_2_Unit_Buildings,Reported_2_Unit_Total_Units,Reported_2_Unit_Total_Value,Reported_3to4_Unit_Buildings,Reported_3to4_Unit_Total_Units,Reported_3to4_Unit_Total_Value,Reported_5plus_Unit_Buildings,Reported_5plus_Unit_Total_Units,Reported_5plus_Unit_Total_Value
1,1,3,6,Autauga County                                              ,177,177,57449929,0,0,0,0,0,0,0,0,0,177,177,57449929,0,0,0,0,0,0,0,0,0
1,7,3,6,Bibb County                                                 ,10,10,2585000,0,0,0,0,0,0,0,0,0,10,10,2585000,0,0,0,0,0,0,0,0,0
1,9,3,6,Blount County                                               ,14,14,2445373,0,0,0,0,0,0,0,0,0,14,14,2445373,0,0,0,0,0,0,0,0,0
1,21,3,6,Chilton County                                              ,73,73,10191178,0,0,0,0,0,0,0,0,0,72,72,10005697,0,0,0,0,0,0,0,0,0
1,73,3,6,Jefferson County                                            ,1027,1027,313567413,0,0,0,1,3,300000,5,531,42387236,927,927,276204098,0,0,0,1,3,300000,5,531,42387236
1,75,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81,3,6,Lee County                                                  ,988,988,269803461,16,32,5141382,7,28,3216046,13,250,34008700,785,785,221189398,15,30,4712112,7,28,3216046,11,240,32776360
1,83,3,6,Limestone County                                            ,219,219,63992657,3,6,486000,8,26,2407160,4,126,7853555,218,218,63899205,3,6,486000,8,26,2407160,4,126,7853555
1,89,3,6,Madison County                                              ,2535,2535,440597860,4,8,674220,0,0,0,16,472,56581635,993,993,164158661,0,0,0,0,0,0,13,456,54713849
1,113,3,6,Russell County                                              ,80,80,14071399,7,14,795879,0,0,0,0,0,0,80,80,14071399,7,14,795879,0,0,0,0,0,0
1,115,3,6,St. Clair County                                            ,294,294,54158295,0,0,0,0,0,0,0,0,0,181,181,36420054,0,0,0,0,0,0,0,0,0
1,117,3,6,Shelby County                                               ,822,822,247152909,0,0,0,0,0,0,0,0,0,769,769,233252522,0,0,0,0,0,0,0,0,0
1,127,3,6,Walker County                                               ,30,30,5021342,0,0,0,0,0,0,0,0,0,30,30,5021342,0,0,0,0,0,0,0,0,0
2,13,4,9,Aleutians East Borough                                      ,1,1,307521,0,0,0,0,0,0,0,0,0,1,1,307521,0,0,0,0,0,0,0,0,0
2,16,4,9,Aleutians West Census Area                                  ,2,2,604355,0,0,0,0,0,0,0,0,0,1,1,307521,0,0,0,0,0,0,0,0,0
2,20,4,9,Anchorage Municipality                                      ,538,538,170385723,0,0,0,8,29,5011747,13,123,18824009,0,0,0,0,0,0,0,0,0,0,0,0
2,50,4,9,Bethel Census Area                                          ,7,7,2152644,0,0,0,2,6,876056,0,0,0,7,7,2152644,0,0,0,2,6,876056,0,0,0
2,60,4,9,Bristol Bay Borough                                         ,1,1,307521,0,0,0,0,0,0,0,0,0,1,1,307521,0,0,0,0,0,0,0,0,0
2,70,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,90,4,9,Fairbanks North Star Borough                                ,18,18,5301590,0,0,0,5,18,2731589,0,0,0,18,18,5301590,0,0,0,5,18,2731589,0,0,0
2,100,4,9,Haines Borough                                              ,9,9,1736145,0,0,0,0,0,0,0,0,0,3,3,922562,0,0,0,0,0,0,0,0,0
2,105,4,9,Hoonah-Angoon Census Area                                   ,2,2,615042,0,0,0,0,0,0,0,0,0,2,2,615042,0,0,0,0,0,0,0,0,0
2,110,4,9,Juneau City and Borough                                     ,30,30,6045232,1,2,400848,0,0,0,1,5,1034243,30,30,6045232,1,2,400848,0,0,0,1,5,1034243
2,122,4,9,Kenai Peninsula Borough                                     ,62,62,17933812,1,2,150000,0,0,0,1,8,727638,46,46,13673513,1,2,150000,0,0,0,1,8,727638
2,130,4,9,Ketchikan Gateway Borough                                   ,16,16,4824673,0,0,0,0,0,0,0,0,0,12,12,3668874,0,0,0,0,0,0,0,0,0
2,150,4,9,Kodiak Island Borough                                       ,6,6,1864399,0,0,0,0,0,0,0,0,0,6,6,1864399,0,0,0,0,0,0,0,0,0
2,170,4,9,Matanuska-Susitna Borough                                   ,22,22,5720793,3,6,1020439,0,0,0,0,0,0,19,19,4830291,3,6,1020439,0,0,0,0,0,0
2,180,4,9,Nome Census Area                                            ,8,8,1443584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,185,4,9,North Slope Borough                                         ,7,7,2152644,0,0,0,0,0,0,0,0,0,7,7,2152644,0,0,0,0,0,0,0,0,0
2,188,4,9,Northwest Arctic Borough                                    ,8,8,1431483,0,0,0,0,0,0,0,0,0,6,6,570000,0,0,0,0,0,0,0,0,0
2,195,4,9,Petersburg Borough                                          ,5,5,1106345,3,6,1005000,0,0,0,2,10,4000000,0,0,0,0,0,0,0,0,0,0,0,0
2,198,4,9,Prince of Wales-Hyder Census Area                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,220,4,9,Sitka City and Borough                                      ,7,7,1510460,1,2,306156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,230,4,9,Skagway Municipality                                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
